Date,Bitcoin-USD,Bitcoin-CNY,Gold,Composite Stock Index,Energy,Material,Industrial,Consumer discretionary,Consumer Staple,Health Care,Financials,Information Technology,Telecommunication,Utilities,Commodity,A-Shares,B-Shares,C-Bonds,T-Bonds
11/14/2016,706.89,4849.2654,270.5,3210.371,1639.42,1901.98,2309.59,2773.25,6326.77,6111.7,4397.86,4113.93,3159.34,2207.14,1818.872,3361.347,2419.885,209.02,160.78
11/11/2016,714.94,4870.17128,278.51,3196.043,1616.61,1898.74,2265.34,2771.04,6354.47,6111.48,4389.69,4087.8,3123.22,2199.34,1812.559,3346.305,2402.318,208.96,160.77
11/10/2016,709.83,4831.031997,282.63,3171.282,1593.18,1845.51,2230.42,2764.69,6368.33,6142.21,4355.51,4084.14,3109.84,2185.05,1767.836,3320.402,2382.682,208.93,160.79
11/9/2016,717.24,4871.13546,287.87,3128.37,1577.44,1824.05,2195.38,2734.99,6294.36,6113.25,4308.91,4038.67,3077.08,2161.68,1751.899,3275.47,2345.17,208.91,160.82
11/8/2016,711.51,4828.947219,280.82,3147.887,1580.06,1804.11,2208.14,2757.92,6351.38,6154,4349.43,4098.85,3109.83,2176.8,1730.778,3295.919,2351.494,208.87,160.79
11/7/2016,706.9,4790.37854,281.3,3133.333,1592.23,1801.98,2205.22,2737.02,6306.33,6101.33,4333.03,4071.6,3079.17,2173.64,1732.699,3280.655,2346.472,208.86,160.77
11/4/2016,698.86,4721.777704,282.45,3125.317,1568.92,1782.44,2198.6,2737.79,6308.32,6135.98,4329.67,4064.47,3064.33,2170.73,1714.961,3272.243,2334.571,208.76,160.82
11/3/2016,695.18,4702.8927,283.42,3128.936,1562.79,1787.4,2205.99,2743.91,6310.2,6176.73,4337.89,4090.97,3067.28,2186.41,1717.019,3276.06,2330.88,208.73,160.79
11/2/2016,730.21,4934.02897,282.07,3102.732,1556.6,1782.51,2148.47,2729.66,6295.11,6151.62,4300.69,4080.02,3049.67,2176.09,1712.413,3248.568,2319.524,208.7,160.72
11/1/2016,727.97,4925.226629,279.89,3122.436,1573.87,1779.74,2178.7,2754.78,6327.95,6173.23,4327.84,4100.21,3093.29,2204.47,1710.985,3269.24,2330.347,208.66,160.72
10/31/2016,702.17,4757.763486,278.76,3100.492,1571.3,1767.89,2167.17,2733.9,6285.92,6100.81,4300.58,4078.26,3074.87,2187.59,1700.882,3246.251,2319.744,208.64,160.72
10/28/2016,688.36,4666.323604,277.11,3104.271,1578.58,1760.06,2180.19,2733.07,6257.79,6112.62,4310.64,4076.84,3138.38,2190.58,1694.363,3250.156,2335.51,208.56,160.71
10/27/2016,681.14,4620.51319,277.31,3112.35,1577.89,1771.7,2205.4,2746.16,6298.49,6149.84,4284.32,4109.57,3160.17,2200.77,1701.072,3258.559,2354.276,208.52,160.67
10/26/2016,669.58,4533.793138,278.43,3116.312,1585.09,1777.3,2215.35,2747.22,6321.6,6166.78,4296.5,4105.54,3176.73,2196.39,1709.237,3262.725,2348.576,208.5,160.65
10/25/2016,654.08,4434.924032,276.94,3131.939,1610.84,1792.34,2235.72,2754.99,6252.67,6161.11,4317.54,4131.43,3189.78,2202.82,1727.851,3279.102,2356.647,208.49,160.67
10/24/2016,648.56,4394.123712,276.45,3128.247,1591.05,1769.79,2250.18,2751.76,6212.35,6166.24,4327.33,4138.73,3185.61,2199.72,1705.939,3275.265,2349.558,208.47,160.66
10/21/2016,630.53,4266.79651,275.35,3090.941,1534.26,1751.3,2220.07,2735.8,6109.46,6133.54,4276.59,4121.5,3165.51,2178.11,1677.96,3236.311,2299.144,208.38,160.67
10/20/2016,628.83,4241.395467,276.16,3084.458,1533.44,1756.54,2177.73,2742.58,6141.15,6158.16,4261.06,4136.49,3191.18,2176.86,1683.154,3229.367,2315.597,208.33,160.56
10/19/2016,628.47,4234.505166,274.09,3084.719,1533.15,1757,2177.75,2725.28,6154.93,6198.07,4258.64,4130.42,3184.3,2180.98,1685.355,3229.681,2304.988,208.28,160.38
10/18/2016,632.76,4265.371884,274.34,3083.875,1532.45,1758.36,2175.17,2728.05,6165.55,6212.2,4270.1,4140.47,3178.54,2180.27,1682.953,3228.732,2316.737,208.24,160.13
10/17/2016,637.1,4292.46125,272.82,3041.167,1512.44,1735.02,2119.97,2695.48,6084,6157.2,4228.54,4057.69,3141.72,2154.36,1658.732,3184.153,2261.484,208.19,160.09
10/14/2016,638.58,4296.557814,272.7,3063.809,1519.13,1735.29,2136.5,2714.47,6122.04,6153.07,4264.1,4108.11,3179.68,2174.57,1656.306,3207.159,2406.587,208.08,160.03
10/13/2016,635.24,4273.513576,273.2,3061.346,1514.99,1740.28,2118.52,2715.64,6112.34,6157.31,4262.87,4133.49,3142.94,2172.65,1658.142,3204.531,2413.874,208.02,159.99
10/12/2016,634.14,4261.10373,272.35,3058.498,1520.49,1741.23,2090.8,2714.95,6123.88,6164.96,4273.76,4121.69,3151.52,2168.64,1656.708,3201.592,2403.619,207.96,159.97
10/11/2016,637.73,4286.82106,272.83,3065.25,1526.15,1754.21,2094.7,2728.42,6129.4,6174.12,4286.72,4140.22,3159.36,2167.79,1660.887,3208.668,2406.135,207.92,159.97
10/10/2016,616.89,4137.727986,273.1,3048.143,1512.14,1735.49,2080.49,2724.16,6081.48,6157.63,4286.41,4121.69,3082.21,2157.65,1643.441,3190.722,2393.584,207.87,159.93
9/30/2016,605.99,4043.044082,284.23,3004.703,1490.14,1705,2051.18,2665.63,5983.25,6019.27,4246.73,3989.89,2965.33,2130.1,1621.784,3145.168,2360.78,207.57,159.73
9/29/2016,606.52,4043.790144,283.84,2998.483,1485.9,1698.54,2044.64,2658.93,5941.67,5989.82,4248.96,3985.95,2932.52,2126.41,1617.708,3138.658,2354.26,207.53,159.68
9/28/2016,604.39,4034.363689,284.48,2987.858,1461.59,1691.14,2041.53,2653.22,5928.99,5976.75,4234.01,3994.79,2944.58,2126.76,1606.653,3127.588,2340.613,207.49,159.61
9/27/2016,602.9,4021.40329,286.64,2998.172,1468.47,1700.63,2047.15,2655.65,5947.58,5969.98,4254.38,3987.44,2968.38,2129.33,1616.177,3138.475,2329.209,207.45,159.62
9/26/2016,606.34,4043.620826,287.1,2980.429,1463.39,1688.48,2040.33,2639.67,5915.7,5929.66,4234.87,3947.82,2915.83,2125.42,1606.841,3119.874,2318.959,207.43,159.61
9/23/2016,602,4014.9788,286.73,3033.896,1483.09,1724.82,2083.31,2692.14,6036.76,6040.69,4283.74,4045.76,2989.81,2150.98,1639.217,3175.876,2356.268,207.34,159.56
9/22/2016,596.61,3976.286328,286.51,3042.313,1485.32,1740.99,2088.55,2699.91,6037.43,6033.22,4294.44,4051.92,3028.79,2161.9,1651.489,3184.666,2364.168,207.3,159.53
9/21/2016,595.31,3970.003328,284.27,3025.874,1477.58,1734.46,2076.86,2679.81,6014.2,6006.58,4266.98,4033.21,2996.86,2158.98,1645.678,3167.445,2355.497,207.27,159.5
9/20/2016,608.39,4059.17808,283.35,3022.999,1482.01,1732.68,2074.2,2682.47,6025.78,6004.7,4257.93,4038.52,3025.14,2157.04,1646.103,3164.439,2354.019,207.23,159.45
9/19/2016,609.32,4063.25042,283.31,3026.051,1478.12,1732.52,2083.56,2692.38,6031.73,5986.05,4263.11,4039.8,3052.23,2164.57,1646.211,3167.632,2355.683,207.19,159.39
9/14/2016,609.86,4070.632542,284.53,3002.849,1466.37,1721.7,2067.79,2659.44,5995.4,5925.59,4234.65,3989.99,2994.81,2151.37,1636.138,3143.277,2350.953,207.05,159.43
9/13/2016,608.67,4065.611265,285.94,3023.51,1478.63,1726.05,2086.87,2683.26,6003.06,5951.18,4268.54,3988.94,3037.24,2168.28,1639.454,3164.996,2355.844,207.01,159.4
9/12/2016,606.92,4054.346984,286.23,3021.977,1476.57,1722.03,2095.72,2684.41,5991.1,5950.2,4282.23,3960.8,3090.15,2173.18,1635.305,3163.43,2347.444,206.97,159.36
9/9/2016,620.84,4150.3154,287.36,3078.855,1511.19,1769.46,2126.55,2732.68,6100.84,6042.76,4333.77,4078.05,3165.38,2187.18,1685.341,3223.024,2385.067,206.91,159.33
9/8/2016,625.7,4172.1676,289.1,3095.954,1519.67,1785.55,2136.6,2749.35,6142.32,6083.73,4345.79,4125.19,3197.63,2205.4,1698.442,3240.969,2380.4,206.88,159.28
9/7/2016,614.55,4094.439375,289.24,3091.928,1511.74,1790.35,2140.21,2740.73,6148.76,6067.73,4342.31,4113.02,3155.05,2204.76,1700.037,3236.773,2371.608,206.85,159.23
9/6/2016,611.14,4076.3038,285.96,3090.713,1521.08,1785.61,2126.02,2749.76,6179.86,6080.1,4332.94,4129.73,3156.79,2205.34,1702.158,3235.509,2377.255,206.83,159.26
9/5/2016,607.88,4058.875548,285.36,3072.095,1512.84,1769.57,2110.83,2712.39,6117.43,6039.06,4334.95,4055.44,3086.13,2187.96,1689.716,3216.023,2359.244,206.78,159.26
9/2/2016,574.23,3836.143515,282.13,3067.352,1498.02,1752.04,2116.52,2716.31,6102.38,6038.15,4336.25,4056.08,3047.09,2188.24,1672.429,3211.045,2358.952,206.69,159.24
9/1/2016,571.9,3817.4325,280.41,3063.305,1496.29,1749.5,2104.28,2709.24,6101.35,6005.06,4312.43,4062.92,3064.78,2177.99,1669.288,3206.791,2356.023,206.65,159.22
8/31/2016,572.41,3823.298113,282.8,3085.491,1515.53,1761.25,2121.98,2722.46,6142.52,6030.98,4333.42,4085.65,3089.96,2191.08,1680.343,3230.051,2370.868,206.61,159.22
8/30/2016,575.22,3842.872254,283.61,3074.677,1509.07,1759.88,2123.98,2719.47,6114.76,6011.21,4312.47,4070.41,3104.7,2190.72,1674.889,3218.71,2365.327,206.61,159.2
8/29/2016,573.2,3830.6956,283.5,3070.027,1501.04,1760.57,2126.19,2719.5,6137.01,6044.98,4288.95,4074.64,3094.44,2191.88,1672.409,3213.822,2364.302,206.59,159.23
8/26/2016,577.84,3853.90388,284.49,3070.309,1500.34,1764.82,2113.51,2722.96,6172.32,6048.87,4299.15,4064.95,3094.84,2194.86,1678.128,3214.14,2357.305,206.49,159.21
8/25/2016,575.71,3833.940745,284.4,3068.329,1499.27,1761.18,2106.96,2722.22,6167.06,6019.56,4305.9,4058.8,3048.16,2187.48,1676.906,3212.09,2347.675,206.43,159.18
8/24/2016,579.12,3856.36008,286.72,3085.88,1508.09,1775.73,2136.72,2748.82,6186.76,6044.2,4315.64,4097.5,3078.94,2207.69,1691.571,3230.507,2352.517,206.4,159.15
8/23/2016,580.94,3857.964446,287.5,3089.706,1512.07,1780.04,2142.08,2750.86,6204.68,6039.88,4339.95,4109.73,3038.85,2205.12,1698.676,3234.512,2352.204,206.33,159.2
8/22/2016,585.96,3897.044172,286.29,3084.805,1515.55,1774.01,2142.5,2748.22,6186.22,6016.19,4327.02,4124.61,3068.75,2213.83,1698.369,3229.344,2358.169,206.3,159.18
8/19/2016,575.4,3828.25128,288.4,3108.102,1529.16,1799.83,2178.41,2778.45,6182.55,6014.91,4345.15,4161.47,3112.86,2231.6,1720.042,3253.772,2368.226,206.2,159.21
8/18/2016,574.24,3807.900288,288.35,3104.114,1532.3,1795.65,2155.61,2784.85,6195.85,6008.27,4343.16,4149.84,3126.19,2230.45,1714.626,3249.575,2360.914,206.15,159.21
8/17/2016,573.23,3802.979789,286.57,3109.555,1542.52,1800.04,2158.4,2793.68,6237.86,6030.07,4355.71,4163.04,3086.34,2237.47,1719.261,3255.327,2356.004,206.11,159.19
8/16/2016,579.56,3839.758868,287.89,3110.037,1547.36,1797.21,2151.51,2785.99,6240.52,6021.46,4369.52,4141.85,3062.4,2236.8,1722.784,3255.832,2354.049,206.09,159.2
8/15/2016,568.23,3771.91074,287.1,3125.195,1534.73,1795.78,2144.05,2793.69,6269.65,6024.72,4442.92,4129.83,3070.68,2247.09,1716.071,3271.808,2349.831,206.06,159.16
8/12/2016,586.46,3891.865852,286.2,3050.668,1506.3,1763.84,2086.9,2726.69,6175.04,5922.78,4296.62,3981.67,2995.77,2208.51,1684.855,3193.735,2303.356,205.94,159.06
8/11/2016,589.72,3912.025564,287.44,3002.637,1490.93,1748.97,2054.08,2691.21,6115.18,5871.57,4191.43,3948.48,2976.18,2170.61,1670.539,3143.342,2285.315,205.88,158.97
8/10/2016,595.34,3950.67624,289.17,3018.746,1507.01,1777.35,2079.67,2719.42,6155.36,5926.18,4161.97,4030.48,3004.19,2179.66,1696.692,3160.188,2302.17,205.82,158.92
8/9/2016,586.03,3900.439871,285.58,3025.681,1504.84,1769.01,2089.71,2743.6,6209.52,5949.14,4164.29,4072,3013.94,2184.49,1687.014,3167.455,2312.34,205.75,158.84
8/8/2016,593.58,3954.073812,286.29,3004.277,1501.58,1755.88,2067.47,2724.72,6148.69,5884.38,4146.23,4046.18,2978.22,2170.69,1678.341,3145.006,2305.158,205.68,158.7
8/5/2016,577.23,3844.524969,291.78,2976.696,1462.56,1752.11,2037.83,2690.04,6105.14,5832.24,4135.3,3979.03,2916.84,2145.34,1669.597,3116.083,2291.496,205.55,158.59
8/4/2016,573.56,3809.470808,288.3,2982.426,1463.63,1751.63,2045.4,2709.85,6103.35,5846.54,4117.22,4008.48,2955.92,2154.39,1669.3,3122.112,2284.999,205.47,158.62
8/3/2016,568.96,3774.594432,290.57,2978.461,1461.89,1750.02,2052.33,2710.34,6109.49,5845.91,4117.63,3951.54,2947.6,2153.24,1670.258,3117.987,2274.022,205.39,158.57
8/2/2016,568.59,3768.159648,289.93,2971.279,1463.49,1740.89,2041.87,2700.04,6079.25,5848.53,4127.97,3945.67,2923.75,2154.27,1664.075,3110.509,2259.69,205.34,158.54
8/1/2016,616.76,4097.691764,287.7,2953.385,1456.46,1728.46,2023.22,2682.59,6072.74,5795.75,4126.25,3912.2,2832.83,2147.17,1656.078,3091.751,2256.484,205.26,158.51
7/29/2016,657.67,4363.64045,285.35,2979.339,1457.5,1736.5,2050.11,2719.02,6189.32,5934.45,4127.18,3995.69,2886.07,2149.85,1658.065,3118.903,2278.237,205.15,158.44
7/28/2016,656,4367.3856,287.56,2994.324,1462.92,1762.59,2064,2735.35,6226.3,5893.66,4136.12,4036.17,2954.74,2166.98,1679.41,3134.534,2305.64,205.07,158.39
7/27/2016,657.22,4383.6574,283.45,2991.999,1459.82,1747.44,2044.52,2696.76,6139.68,5836.61,4183.8,4086.54,2934.08,2137.86,1672.097,3132.089,2311.512,204.99,158.35
7/26/2016,656,4376.832,283.8,3050.166,1496.86,1801.28,2073.78,2764.25,6254.06,5898.01,4182.77,4245.8,3072.43,2153.64,1724.533,3192.993,2354.325,204.94,158.34
7/25/2016,655.94,4381.613606,282.9,3015.828,1477.61,1763.71,2048.81,2711.17,6123.49,5802.34,4155.2,4207.72,3028.09,2135.37,1687.091,3156.975,2342.893,204.87,158.33
7/22/2016,657.65,4392.773175,284.36,3012.816,1475.8,1764.19,2050.16,2706.03,6083.73,5768.77,4152.17,4198.1,3077.71,2129.71,1688.784,3153.797,2344.292,204.78,158.3
7/21/2016,664.6,4436.5373,282.94,3039.009,1488.61,1777.48,2069.43,2737.57,6191.23,5839.86,4187.5,4206.28,3083.75,2153.02,1703.713,3181.257,2358.156,204.72,158.28
7/20/2016,665.58,4444.610124,285.8,3027.899,1486.32,1780.18,2062.7,2729.21,6150.54,5803.82,4164.65,4163.05,2990.46,2147.78,1710.093,3169.641,2345.972,204.68,158.18
7/19/2016,671.2,4494.55656,286.76,3036.598,1493.89,1799.15,2071.68,2721.76,6128.63,5804.52,4186.06,4172.21,3030.62,2161.91,1731.575,3178.787,2353.306,204.61,158.11
7/18/2016,673.05,4512.463725,286.01,3043.564,1492.74,1801.26,2074.41,2736.36,6199.52,5844.57,4206.36,4145.97,2998.09,2156.02,1734.077,3186.107,2353.919,204.52,158.08
7/15/2016,669.01,4478.018435,286.8,3054.296,1513.37,1808.58,2096.95,2736.9,6243.58,5868.21,4199.85,4180.02,2959.02,2159.47,1741.779,3197.325,2362.178,204.42,158.03
7/14/2016,661.28,4419.66488,286.5,3054.018,1511.24,1808.37,2103.26,2725.37,6247.52,5849.97,4205.56,4213.88,2926.06,2159.38,1739.726,3197.067,2353.932,204.38,158.02
7/13/2016,662.44,4430.862428,288.9,3060.689,1518.77,1823.01,2113.68,2731.84,6238.91,5863.63,4207.89,4219.94,2872.5,2159.08,1756.683,3204.027,2363.854,204.33,158.01
7/12/2016,667.84,4466.84784,292.14,3049.381,1518.16,1809.25,2105.59,2715.73,6289.66,5876.69,4214.81,4181.79,2819.36,2147.42,1746.814,3192.185,2357.088,204.27,158.03
7/11/2016,650.39,4355.01144,293.05,2994.917,1464.04,1785.05,2051.27,2648.77,6094.91,5724.17,4146,4119.71,2792.76,2112.32,1721.341,3135.028,2343.108,204.23,158
7/8/2016,660.7,4420.61156,291.45,2988.094,1439.65,1747.82,2039.15,2638.93,6009.89,5658.4,4149.08,4128.09,2767.48,2113,1680.657,3127.855,2340.078,204.12,157.95
7/7/2016,621.5,4152.863,293.9,3016.847,1456.15,1761.64,2044.3,2676.36,6071.9,5705,4182.12,4145.27,2752.84,2135.61,1699.773,3158.019,2348.187,204.01,157.95
7/6/2016,675.16,4515.875176,294.28,3017.293,1453.08,1739.92,2055.63,2668.53,6018.66,5640.44,4182.2,4181.52,2739.41,2144.03,1677.171,3158.43,2362.903,203.94,157.84
7/5/2016,669.94,4479.21884,288.45,3006.392,1453.5,1709.02,2070.11,2658.77,5916.69,5555.37,4194.67,4173.97,2738.34,2143.17,1650.176,3147.002,2353.529,203.87,157.79
7/4/2016,675.83,4504.609699,289.56,2988.604,1448.55,1699.57,2020.8,2648.4,5889.42,5551.02,4207.89,4167.06,2725.83,2126.32,1641.769,3128.325,2344.217,203.85,157.81
7/1/2016,677.36,4511.149864,285.3,2932.476,1408.53,1650.3,1973.7,2591.58,5798.26,5475.17,4141.49,4085.67,2674.36,2095.12,1593.746,3069.502,2310.475,203.78,157.77
6/30/2016,665.27,4422.71496,281.33,2929.606,1408.54,1644.62,1974.3,2596.84,5803.38,5477.8,4125.79,4104.57,2696.68,2093.3,1586.869,3066.497,2307.518,203.69,157.67
6/29/2016,638.8,4239.58784,282.5,2931.592,1411.03,1652.68,1986.9,2595.53,5768.25,5466.83,4127.1,4104.72,2698.11,2095.8,1596.573,3068.582,2299.1,203.61,157.65
6/28/2016,647.39,4303.913459,281.6,2912.557,1406.69,1642.23,1950.16,2583.64,5750.54,5487.21,4095.97,4127.6,2713.95,2080.69,1585.608,3048.619,2298.08,203.59,157.59
6/27/2016,642.87,4273.414038,282.6,2895.703,1401.99,1640.36,1943.14,2564.87,5708.73,5362.71,4082.22,4124.22,2705.06,2070.44,1582.573,3030.976,2284.566,203.56,157.66
6/24/2016,657.05,4350.85369,280.91,2854.286,1372.2,1618.35,1917.38,2527.43,5572.48,5261.7,4055.43,3974.76,2637.38,2053.28,1555.416,2987.579,2253.603,203.44,157.53
6/23/2016,613.38,4036.469766,268.69,2891.96,1397.04,1621.75,1947.9,2560.19,5653.32,5327.34,4112.64,4019.49,2682.31,2083.95,1558.717,3027.083,2249.8,203.39,157.56
6/22/2016,611.11,4020.126024,268.1,2905.55,1399.96,1638.38,1955.27,2587.75,5685.51,5335.51,4134.23,4019.91,2650.45,2104.04,1574.064,3041.364,2253.583,203.35,157.53
6/21/2016,651.85,4296.34335,271.6,2878.557,1372.23,1627.53,1945.23,2561.87,5639.66,5266.93,4113.99,3928.95,2626.04,2086.9,1555.322,3013.081,2240.847,203.32,157.52
6/20/2016,740.94,4876.86708,272.22,2888.809,1373.71,1644.68,1951.78,2583.67,5695.53,5302.65,4107.68,3978.44,2645.22,2086.72,1571.637,3023.837,2240.919,203.28,157.52
6/17/2016,754.37,4969.03519,272.08,2885.105,1381.75,1656.54,1956.05,2579.95,5704.43,5304.72,4099.52,3936.19,2637.22,2082.37,1583.364,3019.896,2252.553,203.16,157.36
6/16/2016,762.67,5027.139305,277.39,2872.817,1361.08,1648.82,1953.37,2567.55,5664.6,5256.9,4085.27,3924.42,2613.06,2074.39,1578.731,3006.998,2250.94,203.12,157.33
6/15/2016,693.44,4564.083392,272.55,2887.21,1372.58,1632.01,1974.8,2592.45,5706.56,5309.47,4104,3952.9,2632.4,2083.88,1561.929,3022.006,2270.035,203.08,157.31
6/14/2016,689.56,4549.02732,271,2842.189,1352.83,1583.7,1952.45,2531.35,5614.82,5219.04,4088.15,3808.11,2549.37,2059.09,1518.969,2974.845,2245.463,203.03,157.26
6/13/2016,690,4544.133,271.9,2833.071,1355.58,1584.64,1958.47,2536.18,5558.29,5212.88,4066.01,3795.12,2517.78,2057.59,1516.043,2965.257,2242.495,203,157.27
6/8/2016,579.79,3804.813896,264.83,2927.159,1409.85,1628.6,2022.78,2624.08,5716.21,5381.54,4152.5,4040.24,2656.92,2114.67,1552.108,3063.754,2306.646,202.85,157.23
6/7/2016,577.68,3796.22412,262.85,2936.045,1409.15,1643.32,2026.59,2650.18,5773.42,5414.58,4159.21,4047.57,2656.89,2112.95,1561.419,3073.108,2305.733,202.82,157.23
6/6/2016,581.67,3817.907379,262.27,2934.098,1409.62,1647.5,2033.64,2646.27,5745.25,5444.61,4151.72,4051.46,2640.73,2119.42,1563.978,3071.065,2304.056,202.78,157.22
6/3/2016,576.55,3775.94126,257.35,2938.682,1415.05,1637.81,2035.74,2645.04,5819.79,5445.76,4183.01,4045.52,2646.87,2125.62,1555.968,3075.869,2303.059,202.73,157.21
6/2/2016,536.28,3531.13566,258,2925.23,1415.49,1641.24,2030.56,2625.32,5679.51,5380.18,4168.63,3997.23,2623.48,2111.51,1558.458,3061.773,2303.389,202.7,157.21
6/1/2016,535.91,3526.2878,258.1,2913.508,1411.77,1629.92,2026.29,2619.05,5642.55,5370.99,4174.03,3963.57,2610.86,2108.53,1551.01,3049.506,2292.813,202.66,157.2
5/31/2016,521.74,3435.866596,257.14,2916.616,1409.8,1622.68,2032.21,2619.18,5626.34,5384.35,4214.53,3945.34,2603.84,2112.64,1539.997,3052.775,2294.812,202.61,157.18
5/30/2016,531.25,3497.378125,254.75,2822.451,1371.43,1555.18,1969.6,2535.65,5459.97,5221.43,4085.3,3754.04,2498.6,2056.87,1483.633,2954.317,2202.76,202.6,157.23
5/27/2016,470.89,3091.628295,257.96,2821.046,1377.05,1563.38,1966.1,2543.36,5477.63,5235.83,4053.53,3766.42,2462.08,2058.56,1493.349,2952.777,2206.929,202.53,157.15
5/26/2016,453,2971.0005,259.5,2822.443,1384.8,1567.55,1964.09,2539.53,5494.77,5247.44,4057.35,3760.01,2464.73,2060.55,1499.545,2954.275,2197.392,202.49,157.18
5/25/2016,448.14,2938.90212,258.42,2815.086,1375.9,1549.13,1969.16,2536.97,5521.56,5248.14,4047.62,3737.02,2454.44,2061.15,1478.746,2946.499,2206.694,202.45,157.16
5/24/2016,444.83,2916.794793,262.02,2821.666,1373.29,1560.73,1981.69,2543.03,5556.03,5293.44,4030.36,3750.44,2464.23,2066.02,1489.391,2953.419,2205.632,202.42,157.18
5/23/2016,442.31,2899.651667,263.76,2843.645,1383.06,1573.77,2002.34,2559.04,5599.76,5328.97,4064.48,3785.13,2501.45,2072.2,1501.678,2976.407,2227.728,202.43,157.16
5/20/2016,441.56,2891.77644,264,2825.483,1376.68,1566.43,1989.31,2547.97,5552.24,5308.96,4070.26,3722.89,2444.71,2067.29,1494.129,2957.436,2205.224,202.36,157.18
5/19/2016,443.06,2901.82147,264,2806.906,1372.94,1560.1,1976.88,2530.37,5504.2,5266.48,4053.45,3653.29,2437.33,2057.57,1486.078,2937.951,2194.205,202.31,157.16
5/18/2016,454.69,2973.036034,267.71,2807.514,1380.34,1544.14,1981.99,2523.53,5509.76,5269.79,4074.08,3624.9,2450.64,2059.35,1479.123,2938.319,2241.994,202.28,157.16
5/17/2016,453.66,2958.044664,267.57,2843.684,1406.1,1581.7,2010.68,2562.67,5597.29,5353.46,4041.37,3741.78,2519.15,2083.14,1513.512,2976.01,2293.481,202.27,157.17
5/16/2016,453.16,2954.82978,269.49,2850.862,1392.26,1582.37,2026.86,2582.99,5647.54,5356.82,4056.86,3725.12,2529.86,2098.26,1511.255,2983.534,2296.84,202.28,157.16
5/13/2016,456.15,2979.5718,266.85,2827.109,1385.62,1560.27,2013.05,2560.9,5568.96,5290.15,4050.49,3665.87,2488.92,2090.18,1491.33,2958.656,2285.36,202.21,157.14
5/12/2016,452.69,2950.044923,266.3,2835.862,1389.53,1559.66,2020.88,2579.12,5631.43,5305.95,4062.51,3711.79,2480.28,2106.06,1492.809,2967.786,2292.25,202.17,157.04
5/11/2016,452.52,2940.70122,266.77,2837.037,1390.7,1554.18,2034.5,2572.53,5653.07,5329.25,4039.34,3699.84,2476.47,2073.18,1494.652,2968.933,2298.577,202.17,156.94
5/10/2016,454.51,2963.768808,265.72,2832.591,1390.07,1549.41,2019.2,2558.7,5550.01,5215.42,4034.26,3742.14,2499.05,2070.25,1490.423,2964.1,2337.662,202.13,156.91
5/9/2016,462.13,3011.654997,267.82,2832.113,1390.64,1552.88,2000.73,2553.92,5477.42,5226.37,4049.3,3775.08,2488.95,2066.36,1492.062,2963.543,2348.081,202.08,156.88
5/6/2016,462.1,3001.8016,268,2913.248,1446.97,1633.35,2059.46,2619.28,5544.05,5341.91,4104.21,3906.45,2594.8,2120.62,1559.783,3048.577,2384.258,202.02,156.82
5/5/2016,448.67,2920.931434,267.58,2997.842,1503.61,1692.22,2117.35,2692.26,5735.53,5490.35,4187.14,4098.76,2705.28,2169.83,1615.481,3137.263,2424.971,201.99,156.77
5/4/2016,447.39,2912.553639,268.53,2991.272,1504.24,1690.06,2111.52,2688.97,5707.46,5494.25,4187.04,4086.14,2717.79,2170.67,1613.932,3130.356,2421.07,201.96,156.78
5/3/2016,450.66,2926.81137,270.5,2992.643,1516.57,1705.97,2095.08,2686.03,5713.79,5493.13,4193.27,4067.98,2714.16,2176.36,1626.732,3131.787,2422.673,201.93,156.74
4/29/2016,455.15,2948.4617,265.5,2938.324,1505.51,1670.29,2052.82,2617.42,5542.2,5349.17,4161.57,3915.66,2648.93,2146.58,1595.153,3074.873,2384.504,201.85,156.68
4/28/2016,449.71,2912.276989,261.87,2945.588,1512.33,1662.39,2061.35,2613.47,5457.94,5346.62,4184.14,3929.66,2667.99,2152.74,1591.657,3082.507,2384.901,201.81,156.67
4/27/2016,454,2950.092,260.6,2953.671,1503.74,1677.69,2073.03,2622.33,5442.85,5383.26,4190.85,3914.53,2697.1,2159.15,1598.856,3090.977,2398.886,201.8,156.62
4/26/2016,469.1,3046.10085,258.08,2964.7,1517.68,1692.21,2087.34,2640.02,5440.16,5411.76,4211.55,3946.83,2644.23,2163.3,1609.218,3102.559,2396.548,201.79,156.59
4/25/2016,468.5,3041.8768,258.36,2946.67,1516.87,1687.37,2074.02,2627.26,5406.37,5355.85,4195.71,3896.28,2585.17,2158.56,1607.272,3083.668,2387.021,201.8,156.58
4/22/2016,448.56,2915.41572,260.28,2959.24,1508.78,1701.36,2085.08,2632.58,5439.7,5400.64,4212.82,3945.25,2586.21,2161.69,1612.647,3096.845,2397.753,201.8,156.7
4/21/2016,451.13,2924.359999,262.83,2952.891,1512.97,1738.7,2083.97,2613.27,5396.28,5354.39,4187.41,3924.81,2565.34,2152.5,1636.048,3090.217,2381.424,201.81,156.72
4/20/2016,442.82,2864.336888,259.88,2972.584,1497.07,1718.5,2112,2647.67,5423.17,5421.35,4197.11,4032.72,2586.38,2177.96,1614.004,3110.865,2385.422,201.84,156.8
4/19/2016,432.64,2794.8544,259.52,3042.823,1534.57,1756.12,2172.53,2722.22,5565.81,5613.48,4190.13,4198.11,2667.44,2228.75,1659.232,3184.38,2436.152,201.82,156.81
