Date,Bitcoin-USD,Bitcoin-CNY,Gold,Composite Stock Index,Energy,Material,Industrial,Consumer discretionary,Consumer Staple,Health Care,Financials,Information Technology,Telecommunication,Utilities,Commodity,A-Shares,B-Shares,C-Bonds,T-Bonds
4/28/2023,29354.75,202917.64485,443.34,3323.275,1935.49,2379.32,2568.92,2803.53,14792.5,7254.52,4478.83,3699.73,3729.61,2335.13,2657.745,3483.629,2034.598,272.68,200.77
4/27/2023,29633.43,205137.419175,445.64,3285.884,1899.26,2378.14,2539.95,2801.06,14539.69,7259.4,4418.58,3607.59,3618.64,2340.43,2632.242,3444.423,2024.103,272.64,200.75
4/26/2023,28417.5,196876.44,445.68,3264.101,1899.24,2366.25,2515.12,2781.01,14464.82,7173.85,4342.77,3647.15,3673.68,2317.47,2621.989,3421.445,2025.11,272.58,200.67
4/25/2023,27979.6,193971.37496,443.2,3264.872,1895.31,2364.29,2489.23,2759.48,14474.24,7128.12,4377,3796.73,3734.5,2282.51,2599.579,3422.352,2020.312,272.54,200.65
4/24/2023,27460.55,189362.46069,441.09,3275.413,1885.48,2376.36,2524.34,2791.2,14256.5,7297.4,4335.17,3856.83,3781.15,2276.71,2627.8,3433.417,2015.599,272.49,200.58
4/21/2023,27272.1,187942.94994,431.97,3301.258,1899.98,2436.14,2556.1,2830.04,14459.8,7338.08,4360.1,3934.37,3744.47,2266.85,2670.845,3460.565,2012.984,272.38,200.51
4/20/2023,28203.91,193879.318122,443.4,3367.031,1928.09,2494.18,2583.74,2886.08,14575.35,7386.12,4453.89,4159.18,3878.52,2291.83,2725.363,3529.536,2030.634,272.38,200.49
4/19/2023,29249.26,201372.380322,442.51,3370.128,1929.72,2538.25,2585.14,2923.95,14758.8,7484.86,4448.03,4015.67,3799.99,2295.02,2761.046,3532.784,2038.226,272.36,200.49
4/18/2023,30422,209187.7564,443.42,3393.331,1940.11,2553.08,2625.66,2967.82,14882.07,7543.79,4464.68,4016.39,3872.05,2298.98,2770.057,3557.06,2048.694,272.31,200.45
4/17/2023,29459.36,202677.450864,444.27,3385.61,1924.78,2557.72,2614.81,2962.66,14780.39,7661.19,4414.68,4031.75,3833.27,2318.68,2764.028,3548.861,2047.535,272.3,200.39
4/14/2023,30470.31,209303.606421,449.53,3338.153,1858.61,2514.43,2575.47,2916.27,14607.13,7608.1,4298.75,4052.69,3850.67,2297.32,2716.342,3499.008,2040.163,272.21,200.34
4/13/2023,30285.33,207987.532308,447.42,3318.364,1850.16,2481.23,2557.78,2906.88,14747.27,7624.91,4285.52,3925.01,3863.4,2266.71,2690.07,3478.267,2038.1,272.18,200.33
4/12/2023,29968.01,205970.13273,447.82,3327.182,1847.49,2499.98,2559.58,2920.09,14627.55,7455.17,4283.29,4079.69,3942.33,2258.75,2700.98,3487.59,2025.364,272.12,200.27
4/11/2023,30192.1,207902.8006,443,3313.571,1821.5,2495.4,2564.64,2948.21,14951.29,7520.83,4270.6,3992.79,3790.93,2260.48,2686.094,3473.32,2021.946,272.09,200.23
4/10/2023,29142.36,200636.405892,441.37,3315.358,1819.55,2463.12,2577.17,2949.93,15164.09,7519.21,4273.63,3999.99,3784.37,2264.07,2663.517,3475.194,2019.869,272.06,200.24
4/7/2023,27890.37,191548.272123,446.3,3327.646,1814.73,2465.88,2557.09,2966.9,15338.08,7499.78,4261.96,4175.25,3852.32,2217.29,2662.472,3488.004,2035.92,271.95,200.07
4/6/2023,27992.29,192391.00917,445.89,3312.628,1830.64,2464.15,2560.51,2935.87,15359.09,7296.57,4229.65,4148.06,3810.97,2210.92,2670.231,3472.28,2031.638,271.92,200.04
4/4/2023,28257.1,194389.06803,439.73,3312.558,1848.41,2439.77,2559.74,2939.07,15610.14,7249.6,4253.24,4065.23,3820.01,2220.91,2662.502,3472.126,2037.535,271.87,200
4/3/2023,27588.08,189742.537816,435.05,3296.396,1828.33,2442.39,2535.87,2980.35,15498.58,7152.5,4228.89,4025.18,3749.14,2209.76,2659.72,3455.149,2040.987,271.85,199.78
3/31/2023,28395.3,195177.93408,439.77,3272.86,1819.46,2445.55,2513.53,2985.18,15592.39,7247.48,4193.68,3827.49,3630.95,2224.64,2654.491,3430.447,2025.229,271.75,199.95
3/30/2023,28152.28,193423.054968,436.87,3261.249,1824.31,2432.96,2517.48,3016.07,15563.36,7243.85,4198.82,3744.68,3532.29,2221.88,2647.003,3418.23,2022.021,271.71,199.88
3/29/2023,28393,195613.5735,438.15,3240.057,1764.71,2411.58,2489.26,2970.21,15392.62,7209.19,4174.61,3734.91,3632.79,2199.67,2613.428,3396.172,2010.012,271.66,199.87
3/28/2023,27313.73,187817.401599,435.84,3245.376,1782.57,2429.71,2503.52,2956.91,15334.41,7224.42,4193.2,3649.48,3638.6,2198.8,2628.938,3401.733,2006.526,271.65,199.86
3/27/2023,27048.29,186146.33178,432.94,3251.397,1774.79,2433.2,2513.59,2946.01,15186.54,7210.95,4189.22,3737.24,3670.79,2201.56,2641.189,3408.038,2001.846,271.64,199.82
3/24/2023,27618.28,189663.014244,441.49,3265.654,1780.16,2439.91,2525.45,2950.07,15310.59,7136.9,4218.91,3770.83,3682.95,2231.93,2639.912,3423.043,2000.751,271.56,199.89
3/23/2023,28333,193321.7256,438.5,3286.649,1806.73,2459,2548.78,2940.09,15280.83,7228.62,4266.75,3733.71,3716.43,2252.46,2663.465,3445.155,1982.34,271.55,199.89
3/22/2023,27392.32,188185.2384,435.35,3265.748,1790.14,2444.03,2538.59,2947.81,15171.86,7238.87,4224.65,3584.51,3659.45,2249.72,2640.169,3423.229,1997.391,271.52,199.73
3/21/2023,28154.56,193683.664608,443,3255.65,1773.51,2449.55,2544.69,2964.87,15181.98,7204.43,4192.02,3539.77,3604.4,2250.36,2638.947,3412.64,1985.832,271.49,199.74
3/20/2023,28082.46,193123.07742,442.32,3234.91,1785.72,2430.36,2537.57,2893.93,14868.3,6998.72,4196.92,3543.58,3580.85,2253.69,2632.178,3390.978,1982.569,271.47,199.72
3/17/2023,26823.38,184724.571046,432.8,3250.546,1797.76,2424.53,2555.25,2895.89,15040.34,7094.3,4217.46,3495.56,3691.44,2285.91,2636.281,3407.344,2002.406,271.37,199.65
3/16/2023,24753.63,170750.53974,429.36,3226.891,1760.73,2413.91,2537.41,2912.07,15238.85,7204.65,4186.04,3377.61,3597.87,2280.74,2615.731,3382.525,1998.862,271.33,199.58
3/15/2023,24391.4,168454.32582,426.37,3263.315,1821.59,2475.13,2600.02,2932.64,15222.15,7263.98,4198.49,3388.71,3644.27,2292.42,2693.948,3420.726,2027.381,271.29,199.61
3/14/2023,24636.25,169337.264375,425.32,3245.312,1813.6,2470.92,2565.77,2938.7,15397.44,7248.85,4161.81,3411.83,3655.46,2262.49,2685.86,3401.865,2005.526,271.25,199.59
3/13/2023,24234.19,165963.003377,419.75,3268.696,1842.53,2495.96,2591.9,2965.48,15489.16,7289.9,4209.08,3346.4,3649.97,2252.97,2716.131,3426.341,2018.769,271.21,199.51
3/10/2023,20101.78,139048.032616,417.3,3230.077,1797.62,2467.1,2546.09,2954.86,15232.67,7292.14,4182.68,3281.62,3478.95,2236.18,2687.35,3385.768,2036.62,271.11,199.53
3/9/2023,20226.09,140876.739459,414.71,3276.094,1837.52,2507.2,2586.49,3039.1,15387.03,7302.65,4244.63,3314.36,3558.71,2252.5,2738.715,3434.017,2069.804,271.13,199.48
3/8/2023,22006.5,153147.6348,415.05,3283.248,1838.97,2525.9,2605.58,3075.45,15554.41,7300.75,4273.31,3289.64,3524.68,2263.94,2752.357,3441.508,2062.39,271.09,199.45
3/7/2023,22055.35,153641.97917,419.74,3285.099,1855.12,2544.71,2612.07,3084.11,15646.27,7342.91,4300.93,3241.88,3443.27,2273.36,2762.634,3443.518,2055.238,271.06,199.23
3/6/2023,22408.87,155333.805066,419.39,3322.026,1826.58,2568.98,2644.83,3133.64,15995.81,7476.28,4320.7,3336.41,3551.25,2289.36,2773.71,3482.24,2060.231,271.07,199.38
3/3/2023,22242.64,153569.859352,416,3328.393,1851.03,2585.73,2636.07,3156.73,16000.6,7437.12,4401.92,3331.04,3508.1,2279.15,2788.353,3488.886,2054.594,271,199.24
3/2/2023,23415.5,161960.3304,414.24,3310.654,1834.61,2592.39,2602.91,3161.06,16110.6,7443.99,4371.76,3291.58,3485.02,2255.38,2783.41,3470.268,2052.909,270.95,199.28
3/1/2023,23558.34,161841.084132,414,3312.348,1824.91,2588.09,2595.18,3190.53,16153.43,7515.93,4365.54,3292.01,3437.02,2246.46,2786.952,3472.107,2036.114,270.91,199.32
2/28/2023,23146.88,160537.500928,414.25,3279.605,1818.91,2559.75,2564.96,3176.64,16062.92,7513.43,4293.54,3231.81,3282.48,2227.09,2769.34,3437.752,2051.722,270.87,199.27
2/27/2023,23384.87,162386.875767,413.16,3258.034,1823.9,2552.18,2552.9,3166.21,15997.17,7416.35,4268.67,3204.85,3204.19,2196.82,2771.227,3415.151,2058.97,270.81,199.27
2/24/2023,23101.79,160790.768579,413.95,3267.16,1814.85,2558.31,2558.56,3174.64,15854.21,7477.39,4291.66,3248.18,3223.14,2199.1,2766.463,3424.615,2078.754,270.73,199.24
2/23/2023,23878.02,164951.749962,412.65,3287.477,1820.57,2584.8,2581.11,3217.95,16070.72,7526.15,4343.35,3241.86,3214.35,2205.94,2782.85,3445.938,2065.825,270.72,199.22
2/22/2023,23805.88,164091.550252,413.7,3291.148,1807.45,2581.3,2570.26,3207.93,16188.02,7578.54,4339.49,3272.18,3251.78,2211.25,2773.454,3449.767,2060.878,270.7,199.22
2/21/2023,24199.85,166482.868075,412.79,3306.524,1808.28,2615.74,2582.83,3214.52,16224.21,7628.76,4382.53,3276.73,3327.51,2222.31,2782.612,3465.919,2058.364,270.69,199.18
2/20/2023,24769.17,169797.614184,413.27,3290.338,1775.69,2565.72,2556.69,3192.68,16345.67,7637.78,4371.66,3283.98,3302.9,2209.77,2729.606,3448.954,2046.08,270.67,199.23
2/17/2023,24487.25,168193.12535,411.7,3224.024,1735.09,2502.25,2501.07,3112.5,16099.2,7564.33,4249.05,3220.78,3157.53,2184.45,2671.316,3379.404,2023.047,270.56,199.21
2/16/2023,24535.46,168251.91695,411.95,3249.03,1715.05,2491.33,2525.24,3145.16,16214.77,7536.71,4287.27,3343.24,3253.3,2196.6,2653.589,3405.649,2020.806,270.51,199.17
2/15/2023,24179.13,165747.93615,413.62,3280.492,1734.23,2534.66,2559.3,3157.58,16152.59,7596.32,4293.8,3423.55,3228.04,2223.15,2700.507,3438.617,2033.157,270.45,199.15
2/14/2023,22252.63,151938.732377,411.9,3293.283,1750.22,2553.79,2581.37,3191.18,16241.11,7683.7,4342.69,3368.75,3160.66,2236.28,2719.689,3452.025,2022.219,270.45,199.18
2/13/2023,21630.92,147486.101836,412.93,3284.16,1745.08,2525.46,2574.44,3196.51,16200.88,7660.36,4322.16,3375.05,3172.4,2224.55,2701.767,3442.41,2023.967,270.47,199.17
2/10/2023,21540.9,146790.46305,411.42,3260.673,1746.46,2505.72,2549.61,3156.63,15789.72,7599.58,4336.42,3364.48,3155.42,2237.5,2694.053,3417.713,2013.363,270.42,199.12
2/9/2023,21857.43,148333.262952,413.51,3270.383,1766.74,2522.44,2565.51,3166.74,15733.77,7616.69,4347.74,3400.41,3156.01,2220.94,2722.194,3427.913,2008.098,270.39,199.12
2/8/2023,22959.05,155940.163505,412.8,3232.106,1760.74,2499.26,2544.94,3140.27,15430.34,7531.24,4312.03,3289.37,3089.21,2219.57,2698.992,3387.675,2020.567,270.35,199.14
2/7/2023,23199.48,157399.192008,412.83,3248.094,1772.06,2519.61,2556.17,3149.48,15502.72,7529.77,4318.22,3306.93,3145.3,2226.39,2719.748,3404.482,2012.052,270.34,199.13
2/6/2023,22916.21,155747.729644,413.82,3238.698,1765.2,2510.02,2549.62,3128.07,15542.03,7570.76,4300.42,3328.12,3141.93,2197.88,2706.473,3394.724,2014.141,270.32,199.08
2/3/2023,23383.51,158961.10098,419.21,3263.406,1769.88,2551.64,2563.16,3171.43,15777.4,7668.31,4363.86,3359.51,3159.8,2194.45,2739.876,3420.655,2018.755,270.25,199.09
2/2/2023,23460.05,157911.942555,424.6,3285.67,1788.85,2582.63,2601.66,3203.06,15934.46,7739.96,4415.98,3333.46,3159.6,2205.96,2767.923,3443.994,2014.438,270.25,199.06
2/1/2023,23682.05,159669.11751,421,3284.921,1777.83,2579.41,2618.21,3188.9,15782.48,7689.2,4457.83,3300.51,3176.08,2200.98,2769.438,3443.193,2020.083,270.27,199.03
1/31/2023,22950.56,155037.917968,419.97,3255.669,1775.15,2524.96,2602.3,3150.92,15725.52,7626.99,4443.37,3244.59,3141.81,2192.48,2723.649,3412.53,2023.568,270.26,199.02
1/30/2023,22747.14,153595.513422,421.94,3269.318,1766.56,2508.74,2595.84,3169.29,16004.45,7821.88,4485.81,3318.59,3139.12,2188.57,2705.285,3426.895,2019.206,270.25,198.99
1/20/2023,22318.24,151418.09928,421.16,3264.814,1795.68,2494.9,2598.91,3152.94,15832.35,7881.14,4494.06,3318.96,3142.26,2205.85,2710.159,3422.189,2036.765,269.99,198.86
1/19/2023,20939.64,141876.53082,419.2,3240.279,1766.21,2457.52,2553.71,3149.35,15952.42,7857.72,4478.19,3294.93,3030.18,2167.24,2662.804,3396.463,2019.421,269.93,198.8
1/18/2023,20778.65,140417.96097,417.6,3224.406,1757.17,2439.31,2547.67,3147.17,16037.91,7701.78,4457.59,3217.59,3045.38,2174,2638.683,3379.896,1981.039,269.86,198.75
1/17/2023,21316.08,144350.362152,418.6,3224.245,1745.62,2433.01,2545.22,3167.73,16328.83,7753.4,4471.58,3200.27,3004.5,2168.1,2622.855,3379.714,1982.474,269.81,198.74
1/16/2023,21133.18,142399.593476,417.77,3227.592,1753.63,2437.36,2538.68,3173.02,16446.94,7862.43,4474.25,3153.31,3021.27,2181.67,2634.781,3383.248,1965.811,269.77,198.77
1/13/2023,19813.55,132770.59855,414.51,3195.306,1754.17,2409.33,2513.21,3135.09,16144.99,7562.15,4447.46,3061.46,3041.16,2178.51,2617.47,3349.466,1924.65,269.71,198.76
1/12/2023,18830.98,126723.07991,414.16,3163.451,1751.94,2391.83,2501.59,3092.17,15698.42,7413.93,4382.52,3055.39,3044.69,2182.49,2612.487,3316.058,1925.231,269.65,198.75
1/11/2023,17560.6,118797.459,414.6,3161.838,1746.62,2393.1,2488.7,3105.3,15812.18,7429.11,4369.56,3055.55,3008.7,2180.65,2609.801,3314.353,1935.058,269.63,198.48
1/10/2023,17466.71,118415.560445,413.24,3169.507,1686.65,2394.18,2503.95,3132.92,15934.35,7485.22,4321.79,3093.2,3036.81,2184.62,2586.106,3322.375,1952.422,269.56,198.76
1/9/2023,17181.34,116350.316346,413.58,3176.084,1699.95,2403.54,2517.01,3080.99,15779.63,7430.77,4381.72,3073.87,3039.48,2199.86,2597.973,3329.244,1956.855,269.57,198.72
1/6/2023,16927.86,115583.42808,409.1,3157.636,1689.44,2359.19,2505.19,3074.65,15559.11,7375.79,4348.09,3058.81,3016.8,2229.82,2554.405,3309.935,1960.293,269.47,198.72
1/5/2023,16844.62,115897.723448,412.85,3155.216,1674.07,2342.14,2476.84,3047.58,15638.11,7434.79,4344.58,3056.57,3049.54,2215.25,2535.631,3307.395,1968.291,269.4,198.7
1/4/2023,16821.82,116025.139086,412.39,3123.516,1672.15,2321.21,2452.09,2976.94,15127.99,7271.51,4325.28,3038.84,3036.74,2207.66,2520.246,3274.156,1954.825,269.35,198.65
1/3/2023,16661.86,115216.7619,410.31,3116.512,1695.79,2335.3,2472.35,2979.13,15129.15,7228.47,4244,3048.08,3029.57,2219.28,2551.24,3266.764,1968.379,269.28,198.6
12/30/2022,16579.06,114372.303316,409.93,3089.258,1678.85,2298.17,2456.55,2980.77,15389.67,7181.18,4242.79,2982.26,2880.84,2178.17,2513.59,3238.192,1945.227,269.15,198.51
12/29/2022,16593.4,115561.41562,408.65,3073.702,1672.55,2301.73,2446.86,2977.28,15324.87,7193.1,4202.24,2981.59,2869.87,2153.63,2518.922,3221.872,1949.438,269.11,198.48
12/28/2022,16517.32,115322.276508,408.86,3087.4,1708.67,2315.38,2458.14,2991.31,15449.95,7052.28,4233.42,2964.18,2894.74,2164.44,2548.283,3236.18,1958.656,269.12,198.42
12/27/2022,16692.55,116181.817255,407.36,3095.568,1712.92,2327.25,2471.46,3032.23,15490.23,7015.59,4201.78,3003.9,2907.55,2110.63,2565.713,3244.711,1958.797,269.11,198.48
12/26/2022,16833.01,117203.198727,407.03,3065.563,1683.71,2290.29,2449.74,3005.75,15296.24,7018.07,4129.75,2979.09,2889.47,2099.41,2523.663,3213.281,1937.282,269.1,198.44
12/23/2022,16811.33,117511.1967,406.42,3045.866,1674.93,2270.6,2402.15,2979.7,15483.94,6979.63,4168.92,2916.75,2838.92,2069.28,2498.812,3192.643,1924.199,269.05,198.22
12/22/2022,16792.25,117300.58315,410.2,3054.431,1677.89,2289.97,2420.07,3005.84,15375.93,6930.47,4180.66,2941.89,2795.51,2061.54,2510.159,3201.512,1987.017,269.03,198.23
12/21/2022,16793.1,117246.06558,409.75,3068.41,1705.28,2314.26,2455.02,2983.95,15163.33,6929.52,4153.47,2956.45,2828.77,2088.95,2560.127,3216.133,1997.891,269.01,198.1
12/20/2022,16881.54,117527.593326,405.81,3073.766,1712.87,2312.01,2476.93,2990.95,14989.12,6926.48,4136.22,2987.71,2823.55,2101.85,2560.872,3221.714,1992.701,268.99,198.2
12/19/2022,16586.82,115771.027554,405.51,3107.115,1716.05,2335.77,2493.68,3034.56,15467.31,7072.11,4194.05,3015.93,2828.84,2106.46,2578.659,3256.764,2007.573,268.94,198.31
12/16/2022,16837.95,117427.8633,402.71,3167.858,1760.78,2375.43,2532.96,3068.7,15634.14,7343.68,4276.97,3093.52,2903.65,2156.03,2629.439,3320.469,2034.492,268.89,198.25
12/15/2022,17399.63,121341.539694,404.51,3168.648,1754.08,2384.02,2536.35,3088.68,15586.14,7269.64,4228.75,3150.18,2923.49,2138.63,2641.28,3321.307,2023.357,268.87,198.24
12/14/2022,17828.9,123912.63789,409.99,3176.525,1778.53,2405.72,2533.28,3061.34,15783.74,7276.99,4274.24,3120.76,2910.83,2141.28,2663.165,3329.561,2013.474,268.98,198.24
12/13/2022,17762,123476.0954,403.5,3176.325,1765.84,2405.26,2554.55,3040.36,15464.97,7330.6,4252.64,3128.62,2952.45,2149.42,2660.981,3329.36,2017.065,269.01,198.28
12/12/2022,17177.78,119859.677728,403.5,3179.042,1756.62,2392.25,2568.84,3055.78,15374.69,7425.01,4221.57,3177.21,2995.26,2143.42,2645.116,3332.187,2029.939,269.06,198.33
12/9/2022,17113.29,119081.117136,404.17,3206.95,1799.75,2450.28,2596.2,3089.4,15517.95,7316.07,4314.71,3117.26,2968.84,2180.39,2712.685,3361.463,2028.881,269.03,198.27
12/8/2022,17184.1,119728.49834,402.48,3197.35,1800.35,2415.01,2607.65,3082.17,15245.35,7283.81,4270.81,3095.44,3021.27,2198.85,2687.458,3351.405,2021.574,269.02,198.27
12/7/2022,16830.68,117309.8396,401.26,3199.619,1808.88,2406.5,2607.89,3078.73,15308.58,7315.82,4244.44,3136.71,3043.05,2210.84,2689.133,3353.731,2027.079,269.03,198.24
12/6/2022,16994.34,118875.4083,401.7,3212.533,1841.05,2424.56,2613.42,3070.08,15222.94,7227.86,4294.78,3163.65,3050.1,2237.76,2721.224,3367.268,2036.056,269.04,198.29
12/5/2022,16972.24,118169.221,406.03,3211.814,1842.02,2413.96,2626.98,3038.94,14821.42,7320.65,4297.92,3119.88,3113.57,2272.52,2715.417,3366.495,2042.873,269.05,198.28
12/2/2022,17014.59,120012.410565,409.42,3156.144,1812.12,2361.42,2583.31,3004.16,14592.83,7289.18,4151.03,3088.52,3012.46,2245.68,2663.767,3308.061,2050.727,268.9,198.25
12/1/2022,16929.96,119413.779864,407.79,3165.471,1824.99,2382.75,2588.41,3039.61,14511.75,7316.41,4181.87,3140.78,2986.97,2248.14,2685.809,3317.896,2053.552,268.89,198.16
11/30/2022,17104.5,121311.9558,405.68,3151.335,1846.7,2349.82,2589.86,3009.71,14057.07,7262.26,4194.7,3084.03,2926.82,2257.71,2674.8,3303.1,2055.524,268.84,198.2
11/29/2022,16460.7,117847.08951,406.3,3149.748,1825.54,2358.53,2583.79,2957.89,14120.89,7305.09,4215.25,3091.14,2868.56,2254.85,2664.334,3301.365,2087.882,268.75,198.26
11/28/2022,16196.39,116725.763091,407.42,3078.549,1801.52,2307.46,2544.79,2876.45,13620.8,7112.31,4012.02,3037.22,2856.95,2284.65,2624.459,3226.702,2071.448,268.54,198.37
11/25/2022,16497.05,118201.36325,406.26,3101.693,1830.37,2336.25,2562.13,2864.33,13620.56,7227.97,4092.13,3088.96,2866.25,2262.25,2651.774,3250.999,2075.389,268.48,198.31
11/24/2022,16543.55,118319.4696,406.47,3089.31,1793.05,2324.95,2562.21,2874.25,13640.32,7281.45,4005.78,3124.13,2852.43,2241.92,2627.69,3238.002,2068.094,268.34,198.36
11/23/2022,16471.9,117947.03995,404.41,3096.907,1780.74,2309.19,2590.55,2883.63,13747.49,7242.4,4013.34,3166.88,2885.23,2233.59,2609.819,3245.986,2071.629,268.22,198.3
11/22/2022,16130.03,115166.801197,404.99,3088.943,1759.23,2304.86,2547.58,2891,13835.84,7382.03,4004.26,3188.67,2885.92,2208.84,2588.924,3237.621,2056.784,268.2,198.28
11/21/2022,15631.95,112007.611335,404.59,3085.044,1739.97,2303.54,2533.76,2903.76,13874.21,7597.39,3940.75,3213.41,2831.38,2190.16,2587.61,3233.508,2057.484,268.22,198.27
11/18/2022,16637.36,118454.675728,406.97,3097.243,1748.44,2315.86,2529.55,2931.85,14154.57,7612.94,3975.69,3248.28,2854.45,2176.99,2588.113,3246.33,2049.336,268.22,198.23
11/17/2022,16680.76,119397.543928,407.01,3115.435,1760.52,2337.08,2532.97,2949.65,14172.78,7529.62,4010.09,3326.59,2864.59,2171.54,2622.593,3265.394,2075.152,268.23,198.25
11/16/2022,16531.47,117343.680354,406.54,3119.98,1810.95,2359.66,2547.75,2980.84,14258.95,7501.25,4021.58,3245.39,2857.03,2187.22,2676.325,3270.125,2066.339,268.24,198.29
11/15/2022,16890.18,118999.76319,405.02,3134.078,1799.09,2376.4,2576.28,2997.48,14174.81,7532.62,4057.32,3267.81,2854.08,2172.13,2683.745,3284.873,2061.777,268.23,198.34
11/14/2022,16385.41,115828.46329,403.01,3083.401,1788.53,2344.05,2544.32,2944.67,13896.81,7512.97,4011.74,3116.16,2804.79,2140.94,2653.873,3231.767,2041.107,268.21,198.42
11/11/2022,16757.37,118932.082101,408.42,3087.292,1836.67,2349.74,2587.77,2992.36,14041.97,7247.04,3927.76,3083.47,2809.52,2161.97,2698.189,3235.798,2068.344,267.92,198.52
11/10/2022,17807.64,127974.60486,403.94,3036.132,1803.23,2273.52,2548.22,2919.38,13740.21,7261.05,3786.67,3063.24,2787.52,2130.73,2639.254,3182.12,2080.709,267.76,198.65
11/9/2022,15731.3,113910.3433,403.27,3048.167,1812.47,2293.04,2578.95,2944.09,13540.63,7294.32,3773.4,3106.74,2792.6,2136.15,2655.313,3194.731,2105.352,267.69,198.65
11/8/2022,18698.63,135209.79353,395,3064.493,1842.5,2290.97,2611,2972.43,13745.36,7291.34,3779.11,3137.71,2836.35,2143.7,2669.488,3211.872,2097.775,267.56,198.64
11/7/2022,20683.87,149569.200744,393.36,3077.817,1853.53,2293.72,2622.62,2995.89,13938.93,7402.69,3783.57,3149.7,2808.02,2147.71,2670.532,3225.783,2111.265,267.52,198.62
11/4/2022,21135.44,151860.249944,391.37,3070.796,1818.17,2247.32,2631.22,3005.93,13850.36,7416.5,3774.89,3166.62,2849.94,2150.05,2620.713,3218.435,2086.557,267.44,198.57
11/3/2022,20238.8,147773.5982,391.43,2997.806,1764.02,2185.79,2551.34,2880.03,13258.41,7272.05,3682.42,3134.47,2813.51,2105.47,2541.152,3141.918,2079.443,267.42,198.6
11/2/2022,20175.79,147081.5091,392.98,3003.37,1769.04,2190.11,2566.63,2884.68,13417.36,7313.55,3715.88,3112.03,2837.98,2122.07,2541.885,3147.756,2082.89,267.44,198.56
11/1/2022,20479.4,149038.8335,391.61,2969.199,1738.79,2162.98,2544.2,2800.44,13088.84,7188.74,3716.64,3091.46,2793.49,2121.48,2511.937,3111.948,2057.295,267.52,198.56
10/31/2022,20405.66,149063.3463,391.09,2893.483,1729.81,2097.38,2453.13,2672.31,12289.26,6967.18,3629.6,3045.76,2809.47,2103.46,2457.552,3032.519,2031.26,267.5,198.58
10/28/2022,20635.82,149659.220968,392.66,2915.926,1800.31,2129.96,2496.03,2715.82,12465.44,6931.64,3672.93,2944.72,2782.87,2118.36,2509.016,3055.996,2052.961,267.52,198.48
10/27/2022,20399.52,147468.13008,393.08,2982.903,1807.97,2198.18,2553.41,2792.79,12863.07,7071.65,3726.38,3004.44,2814.92,2189.8,2567.33,3126.257,2087.126,267.55,198.46
10/26/2022,20752.38,148856.82174,394.35,2999.504,1794.66,2183.09,2562.3,2805.26,13322.69,7033.56,3724.2,2962.21,2861.26,2262.07,2552.371,3143.602,2054.485,267.53,198.4
10/25/2022,20189.29,146749.892223,393.81,2976.283,1820.31,2175.12,2536.24,2793.29,13257.44,6717.42,3748.86,2850.62,2850.45,2259.77,2557.779,3119.198,2063.875,267.52,198.38
10/24/2022,19382.19,140772.84597,392.74,2977.555,1840.11,2185.94,2485.68,2768.23,13216.88,6827.78,3750.69,2882.71,2865.84,2248.27,2572.866,3120.1,2057.025,267.5,198.23
10/21/2022,19181.79,138695.850774,388.02,3038.929,1871.19,2208.33,2529.93,2842.45,13939.31,7026.73,3869.37,2885.69,2893.87,2288.86,2593.756,3184.524,2120.276,267.41,198.22
10/20/2022,19030.39,137294.748655,388.53,3035.05,1857.75,2221.86,2504.78,2861.05,14124.57,6987.71,3884.79,2905.26,2850.59,2259.02,2599.583,3180.482,2125.833,267.36,198.19
10/19/2022,19196.47,138765.522689,390.57,3044.378,1880.45,2229.01,2540.13,2902.22,14160.91,6976.15,3908.79,2819.18,2866.08,2286.6,2627.917,3190.275,2125.818,267.34,198.3
10/18/2022,19367.71,139492.057733,391.23,3080.958,1891.19,2277.01,2562.79,2981.36,14540.09,7126.41,3946.04,2832.55,2911.13,2317.52,2658.384,3228.637,2126.373,267.27,198.27
10/17/2022,19529.38,140543.18317,390.75,3084.942,1894.01,2289.49,2567.6,2979.42,14668.33,7016.02,3965.04,2864.08,2881.35,2314.68,2665.995,3232.84,2118.936,267.29,198.2
10/14/2022,19177.31,137932.802175,392.12,3071.987,1913.78,2280.18,2558.73,2983.9,14721.88,6882.08,3962.86,2807.07,2880.05,2337.75,2673.624,3219.291,2122.014,267.22,198.11
10/13/2022,19386.99,138995.024805,392.5,3016.356,1893.75,2244.85,2481.95,2923.74,14476.78,6413.58,3921.8,2732.77,2876.3,2329.16,2637.661,3160.937,2094.229,267.23,198.04
10/12/2022,19169.43,137536.826364,392.45,3025.506,1963.22,2262.56,2501.38,2936.7,14546.66,6221.73,3972.02,2718.82,2868.39,2300.28,2688.342,3170.515,2097.901,267.21,198.04
10/11/2022,19019.1,136342.22217,392,2979.792,1952.34,2232.82,2443.38,2891.21,14593.13,6201.8,3930.75,2614.49,2785.22,2280.6,2658.856,3122.75,2048.15,267.22,198.03
10/10/2022,19241.2,137678.48248,392.5,2974.146,1960.85,2205.67,2429.11,2881.95,14622.24,6236.61,3953.18,2642.03,2739.62,2200.77,2640.433,3116.845,2032.707,267.25,198.01
9/30/2022,19425.13,138229.22508,389.61,3024.39,1927.32,2252,2457.39,2963.42,15290.64,6410.71,3995.59,2775.54,2758.83,2185.14,2660.181,3169.596,2018.248,266.97,197.84
